MAG_ID	Completeness	Contamination	Contigs_num	tRNA_num	rRNA_num	Quality
Boar-s7_bin_27	91.89	2.06	79	55	2	High-quality
F4890_bin_22	91.89	1.73	288	45	1	High-quality
LW2-s127530_bin_6	91.89	0.57	31	32	0	High-quality
F4595_bin_21	91.9	0.11	189	32	1	High-quality
F5453_bin_12	91.9	0.78	177	33	1	High-quality
QHF6-unmapped_bin_706	91.9	2.44	126	40	0	High-quality
Duroc.SH-FCR.LM2_bin_2	91.91	0.53	113	30	0	High-quality
F5355_bin_40	91.93	0.67	119	36	0	High-quality
Boar-s11_bin_46	91.94	2.41	317	38	0	High-quality
F5520_bin_38	91.94	0	210	22	1	High-quality
LW1-s150761_bin_41	91.94	0	80	41	1	High-quality
W5021_bin_8	91.94	1.25	169	34	1	High-quality
Boar-s23_bin_16	91.95	1.63	229	30	1	High-quality
F4580_bin_13	91.95	0.67	169	33	0	High-quality
F5629_bin_42	91.95	1.34	162	42	3	High-quality
LW2-s127575_bin_3	91.95	0	50	39	1	High-quality
F5476_bin_46	91.99	1.1	211	54	2	High-quality
F4726_bin_73	92	0.48	78	33	2	High-quality
F4954_bin_40	92.02	3.03	278	21	0	High-quality
F4844_bin_27	92.03	2.42	282	32	0	High-quality
F4595_bin_39	92.06	0.34	129	28	1	High-quality
Tibetan-s3480-29M_bin_19	92.07	1.05	148	36	0	High-quality
S124310A_bin_11	92.09	1.06	129	63	0	High-quality
F4726_bin_18	92.1	2.17	208	32	0	High-quality
F5323_bin_26	92.1	2.26	252	45	0	High-quality
F5323_bin_11	92.12	0	77	30	1	High-quality
Duroc-Low1_bin_38	92.13	0.56	160	30	2	High-quality
F4856_bin_8	92.13	1.12	34	27	1	High-quality
F5021_bin_23	92.13	0	44	31	2	High-quality
F5302_bin_63	92.13	3.37	51	34	2	High-quality
F5379_bin_26	92.13	3.65	48	40	1	High-quality
F5429_bin_52	92.13	0	87	27	2	High-quality
F5525_bin_26	92.13	2.22	135	31	1	High-quality
F5604_bin_35	92.13	4.01	233	52	1	High-quality
F5355_bin_24	92.14	0.22	248	31	0	High-quality
F5635_bin_19	92.14	0.67	268	29	2	High-quality
LW1-s151760_bin_17	92.14	0.47	153	24	1	High-quality
LW1-s150947_bin_39	92.16	3.17	172	34	0	High-quality
Duroc.SH-FCR.HF5_bin_3	92.19	0.27	105	43	0	High-quality
F4399_bin_6	92.2	0.54	116	41	0	High-quality
F4952_bin_38	92.2	0.73	132	53	1	High-quality
LW1-s151691_bin_14	92.2	0.7	302	30	1	High-quality
Duroc.SH-FCR.HF3_bin_29	92.23	0.7	262	33	0	High-quality
LW2-s126572_bin_37	92.23	0	132	37	0	High-quality
S127912A_bin_11	92.23	2.01	301	27	1	High-quality
F4846_bin_40	92.24	1.75	191	30	0	High-quality
W5042_bin_26	92.25	1.01	324	29	1	High-quality
Boar-s11_bin_29	92.26	2.68	142	40	2	High-quality
F5035_bin_42	92.26	0.2	494	45	0	High-quality
F5240_bin_26	92.26	1.38	219	43	0	High-quality
S108604B_bin_25	92.26	1.96	289	39	2	High-quality
Boar-s22_bin_25	92.27	0	156	38	1	High-quality
Boar-s22_bin_17	92.28	0.67	114	34	1	High-quality
F4460_bin_13	92.28	0.34	228	32	0	High-quality
F5313_bin_16	92.29	2.59	279	29	3	High-quality
S63506A_bin_6	92.29	1.58	181	23	8	High-quality
Duroc-Low5_bin_48	92.3	4.03	398	32	0	High-quality
Duroc.SH-FCR.HF2_bin_9	92.3	1.29	160	40	3	High-quality
F5224_bin_54	92.3	3.27	358	41	1	High-quality
Duroc-Low5_bin_44	92.32	1.28	186	38	1	High-quality
F4988_bin_7	92.32	1.98	117	28	0	High-quality
S124310A_bin_5	92.34	0.08	62	44	1	High-quality
S41004B_bin_45	92.34	0.9	206	43	0	High-quality
C4978_bin_58	92.36	0.17	134	39	0	High-quality
F5457_bin_28	92.36	0.02	403	29	0	High-quality
S46608B_bin_40	92.39	0.69	203	26	1	High-quality
W5042_bin_34	92.4	0.7	50	47	5	High-quality
F5114_bin_25	92.41	0.73	133	31	1	High-quality
LW1-s150822_bin_12	92.41	0.79	523	44	0	High-quality
LW1-s150822_bin_6	92.41	0.27	212	40	1	High-quality
LW1-s151760_bin_3	92.41	0.49	310	28	0	High-quality
S93310B_bin_18	92.41	2.48	262	30	2	High-quality
Duroc.SH-FCR.LF3_bin_8	92.42	0.74	301	12	0	High-quality
Duroc.SH-FCR.LF5_bin_18	92.42	1.92	138	27	1	High-quality
F4936_bin_12	92.42	0	52	33	1	High-quality
F5622_bin_3	92.42	0	410	27	0	High-quality
S127912B_bin_56	92.42	2.27	318	29	0	High-quality
W5042_bin_14	92.42	1.12	78	33	1	High-quality
W4982_bin_13	92.43	1.53	317	49	15	High-quality
F5512_bin_3	92.44	1.08	334	41	0	High-quality
S95008B_bin_34	92.45	1.03	245	19	1	High-quality
LW2-s127152_bin_8	92.46	0	58	42	2	High-quality
Tibetan-s3800-18M_bin_24	92.49	0.95	43	34	0	High-quality
F4554_bin_34	92.5	2.25	76	28	0	High-quality
F4930_bin_6	92.52	0	138	43	0	High-quality
F4946_bin_5	92.52	0.34	272	34	0	High-quality
LW1-s150822_bin_11	92.52	0.81	112	37	1	High-quality
Tibetan-s1400-2M_bin_23	92.52	1.32	271	35	0	High-quality
F5342_bin_24	92.53	0.81	82	38	0	High-quality
BL-unmapped_bin_180	92.54	0	133	29	0	High-quality
Boar-s5_bin_30	92.54	0.4	131	21	0	High-quality
F4655_bin_7	92.54	0	215	30	0	High-quality
F4922_bin_28	92.56	0	169	39	3	High-quality
Boar-s2_bin_9	92.57	2.73	57	49	0	High-quality
Boar-s35_bin_26	92.57	2.1	140	49	1	High-quality
LW2-s127145_bin_51	92.57	1.86	129	46	0	High-quality
F5336_bin_25	92.58	1.11	237	34	1	High-quality
LW1-s151433_bin_16	92.59	0.81	281	48	2	High-quality
W4930_bin_13	92.59	2.74	216	36	1	High-quality
C4974_bin_14	92.6	2.8	262	29	0	High-quality
F5432_bin_39	92.6	1.34	217	32	0	High-quality
LW1-s151260_bin_36	92.6	1.88	138	46	2	High-quality
LW2-s127152_bin_44	92.61	1.33	66	47	0	High-quality
S60108B_bin_16	92.61	1.7	369	31	0	High-quality
Boar-s2_bin_8	92.62	2.15	111	38	2	High-quality
F4791_bin_9	92.62	0.13	135	34	1	High-quality
F4941_bin_6	92.62	0.84	104	37	2	High-quality
F5404_bin_15	92.62	1.14	187	33	0	High-quality
F5634_bin_39	92.62	0.89	114	37	1	High-quality
Boar-s8_bin_48	92.63	2.09	166	41	0	High-quality
Tibetan-s3006F_bin_14	92.64	2.31	267	43	0	High-quality
W4974_bin_24	92.64	0.57	159	36	1	High-quality
Boar-s23_bin_1	92.65	0.33	325	53	1	High-quality
F4660_bin_19	92.65	4.79	345	34	2	High-quality
F5332_bin_5	92.66	0.88	268	38	3	High-quality
F5401_bin_29	92.66	0.23	287	40	0	High-quality
F5012_bin_49	92.68	1.72	87	35	0	High-quality
F5329_bin_28	92.68	1.34	197	25	3	High-quality
F5490_bin_39	92.68	2.57	418	25	2	High-quality
BL-unmapped_bin_73	92.69	2.59	192	30	0	High-quality
LW1-s151260_bin_4	92.69	1.66	206	33	0	High-quality
QHF6-unmapped_bin_55	92.69	0.63	54	35	0	High-quality
C4936_bin_32	92.7	3.93	41	32	1	High-quality
Duroc-Low5_bin_46	92.7	0.05	240	47	1	High-quality
F4993_bin_28	92.7	0.63	179	37	0	High-quality
F5108_bin_30	92.7	3.93	67	23	2	High-quality
F5181_bin_57	92.7	2.52	477	27	0	High-quality
LW2-s127145_bin_19	92.7	0	42	39	3	High-quality
LW2-s127152_bin_43	92.7	0	64	44	13	High-quality
W4950_bin_8	92.7	1.12	125	33	0	High-quality
LW1-s150947_bin_3	92.71	0.74	195	38	1	High-quality
F4872_bin_2	92.73	0.69	190	38	0	High-quality
Duroc-Low8_bin_34	92.74	0.42	219	34	0	High-quality
F4390_bin_18	92.74	1.98	272	39	0	High-quality
F4690_bin_2	92.74	0	82	43	0	High-quality
Boar-s4_bin_20	92.75	0.11	316	40	6	High-quality
F5210_bin_31	92.75	3.12	533	32	5	High-quality
S95008B_bin_35	92.75	0	261	27	1	High-quality
F5111_bin_52	92.77	0.67	268	32	0	High-quality
F5323_bin_3	92.78	1.12	73	30	0	High-quality
Boar-s14_bin_33	92.79	1.61	197	43	1	High-quality
F4595_bin_7	92.79	0	195	33	2	High-quality
Boar-s7_bin_41	92.81	0.95	136	38	0	High-quality
F4948_bin_48	92.82	0.13	205	39	6	High-quality
F5331_bin_48	92.83	3	213	28	0	High-quality
F5084_bin_43	92.85	1.61	136	28	0	High-quality
QHF6-unmapped_bin_200	92.85	0	109	34	1	High-quality
S120704B_bin_48	92.85	0	72	29	0	High-quality
Boar-s10_bin_21	92.86	2.66	336	53	0	High-quality
F4960_bin_34	92.86	1.01	270	28	0	High-quality
F5313_bin_25	92.86	0	225	40	0	High-quality
QHF6-unmapped_bin_54	92.86	0	46	30	1	High-quality
LW2-s127530_bin_18	92.88	0.16	179	43	1	High-quality
S53008A_bin_36	92.88	0.9	327	55	1	High-quality
F4286_bin_18	92.89	1.52	82	40	1	High-quality
F4596_bin_5	92.89	0.83	123	38	1	High-quality
F5100_bin_17	92.89	0.22	53	29	2	High-quality
QHF6-unmapped_bin_38	92.9	0.94	78	27	0	High-quality
BL-unmapped_bin_382	92.91	1.2	168	26	1	High-quality
F4954_bin_4	92.91	4.89	111	35	0	High-quality
Duroc-Low5_bin_31	92.92	0.27	355	34	2	High-quality
F5604_bin_40	92.92	1.61	162	41	1	High-quality
Boar-s35_bin_19	92.93	1.49	253	44	3	High-quality
F4675_bin_32	92.95	1.01	207	29	0	High-quality
F5331_bin_6	92.95	1.51	227	24	2	High-quality
F5615_bin_26	92.98	0.32	272	26	1	High-quality
Tibetan-s3800-26F_bin_7	93	2.01	233	38	0	High-quality
QHF6-unmapped_bin_131	93.01	2.84	124	26	0	High-quality
F5018_bin_17	93.02	0.34	168	28	0	High-quality
Tibetan-s3480-29M_bin_28	93.02	3.33	236	52	0	High-quality
F4556_bin_31	93.03	1.28	155	36	0	High-quality
F5500_bin_6	93.03	0	152	40	0	High-quality
S95012B_bin_32	93.03	0.18	133	25	2	High-quality
Tibetan-s1400-38F_bin_5	93.03	0.18	492	46	0	High-quality
Boar-s10_bin_8	93.04	0.5	172	46	0	High-quality
Duroc.SH-FCR.HM3_bin_4	93.04	2.66	199	33	0	High-quality
LW2-s126610_bin_2	93.04	0.63	106	44	0	High-quality
QHF6-unmapped_bin_336	93.04	0.67	99	30	0	High-quality
S58506A_bin_26	93.04	1.93	210	44	0	High-quality
F5381_bin_49	93.06	0.36	317	23	0	High-quality
F5385_bin_39	93.06	3.36	236	36	0	High-quality
QHF6-unmapped_bin_41	93.06	0.89	165	32	1	High-quality
Boar-s2_bin_13	93.07	0.34	122	33	0	High-quality
Boar-s10_bin_34	93.1	1.75	299	37	1	High-quality
F4889_bin_46	93.1	0	44	40	0	High-quality
Duroc-Low7_bin_17	93.12	1.74	98	47	1	High-quality
S6202B_bin_30	93.12	1.77	188	37	0	High-quality
Boar-s11_bin_38	93.15	0	46	44	2	High-quality
Duroc-High5_bin_28	93.15	0.54	67	35	1	High-quality
Boar-s22_bin_9	93.16	0.67	19	49	3	High-quality
F4399_bin_5	93.16	0.79	200	32	0	High-quality
LW2-s127530_bin_4	93.16	0.67	36	41	1	High-quality
Boar-s4_bin_34	93.18	1.14	180	45	2	High-quality
Tibetan-s1400-38F_bin_8	93.19	1.61	64	40	1	High-quality
Boar-s18_bin_6	93.2	0.41	67	48	0	High-quality
Boar-s2_bin_1	93.2	0	40	44	1	High-quality
LW1-sD151116_bin_8	93.2	1.77	334	28	0	High-quality
Boar-s23_bin_33	93.21	0	184	46	0	High-quality
F5432_bin_8	93.21	0.16	170	12	1	High-quality
QHF6-unmapped_bin_394	93.21	0.67	133	27	0	High-quality
Duroc-Low1_bin_26	93.23	1.21	341	65	5	High-quality
Boar-s4_bin_25	93.24	0	92	53	7	High-quality
C4975_bin_42	93.26	2.81	34	34	2	High-quality
F5429_bin_7	93.26	1.66	89	34	1	High-quality
S114106B_bin_17	93.26	0	121	34	1	High-quality
Boar-s22_bin_24	93.27	4.7	169	49	3	High-quality
F4988_bin_35	93.27	0.31	353	30	0	High-quality
F5485_bin_18	93.27	1.34	73	37	0	High-quality
F5490_bin_1	93.27	0.67	74	28	0	High-quality
LW1-s151246_bin_11	93.27	0.67	103	34	0	High-quality
S72204A_bin_22	93.27	0.22	131	33	0	High-quality
Duroc-High8_bin_29	93.28	3.09	124	46	3	High-quality
BL-unmapped_bin_160	93.29	0.67	32	41	1	High-quality
Boar-s14_bin_9	93.29	0.73	301	31	0	High-quality
F5235_bin_49	93.29	2.65	112	27	1	High-quality
LW1-s151250_bin_21	93.29	0.17	64	36	1	High-quality
W4975_bin_14	93.29	0.67	81	56	9	High-quality
Boar-s19_bin_26	93.3	0.93	201	41	0	High-quality
F5608_bin_49	93.3	0.62	86	61	0	High-quality
BL-unmapped_bin_83	93.32	1.21	164	33	0	High-quality
C5042_bin_3	93.33	2.67	150	24	0	High-quality
Duroc-Low1_bin_39	93.33	0.12	299	25	0	High-quality
F4981_bin_26	93.33	3.33	89	35	2	High-quality
F5094_bin_42	93.33	2.67	137	28	1	High-quality
F5386_bin_42	93.34	2	236	36	0	High-quality
F5381_bin_61	93.35	3.02	188	34	0	High-quality
LW2-s127575_bin_40	93.35	1.64	45	43	1	High-quality
Duroc-Low7_bin_38	93.37	3.25	265	39	1	High-quality
F4905_bin_11	93.38	0.19	102	38	1	High-quality
LW1-s150947_bin_7	93.4	0.34	31	37	1	High-quality
C5039_bin_33	93.41	0.77	180	27	0	High-quality
Boar-s7_bin_15	93.44	0	86	45	1	High-quality
F5634_bin_56	93.44	0	108	37	1	High-quality
Boar-s10_bin_49	93.45	3.05	134	37	0	High-quality
F5393_bin_15	93.45	0.68	109	33	0	High-quality
F5331_bin_34	93.46	3.02	231	31	0	High-quality
S67912A_bin_34	93.46	0.75	322	69	1	High-quality
Boar-s11_bin_44	93.47	1.55	207	24	0	High-quality
S77806B_bin_17	93.48	0	253	32	0	High-quality
Duroc.SH-FCR.HM2_bin_1	93.49	1.61	278	52	2	High-quality
F5404_bin_6	93.49	0.79	42	45	0	High-quality
Boar-s23_bin_21	93.5	3.86	220	45	0	High-quality
F4460_bin_37	93.5	0.75	125	31	0	High-quality
S108604B_bin_40	93.5	1.01	63	38	0	High-quality
S38404A_bin_55	93.5	1.69	145	39	1	High-quality
QHF6-unmapped_bin_369	93.51	1.92	105	32	0	High-quality
S95008B_bin_52	93.51	0.56	251	51	0	High-quality
F5284_bin_47	93.52	0.78	165	40	3	High-quality
F4675_bin_9	93.54	0.32	123	33	1	High-quality
F5421_bin_18	93.54	0.19	70	22	0	High-quality
W5007_bin_3	93.54	0	98	33	2	High-quality
S28902A_bin_7	93.55	1.05	155	53	2	High-quality
Boar-s19_bin_32	93.57	0.48	81	34	1	High-quality
Boar-s4_bin_23	93.57	0	75	37	1	High-quality
Duroc-High3_bin_15	93.57	1.06	217	30	0	High-quality
F5421_bin_9	93.57	0.67	136	23	0	High-quality
F5589_bin_15	93.57	0.65	268	40	1	High-quality
W4974_bin_19	93.58	0.38	104	41	0	High-quality
Boar-s4_bin_28	93.59	1.75	239	53	2	High-quality
F5106_bin_46	93.6	1.01	214	24	1	High-quality
Duroc-Low2_bin_24	93.62	1.13	136	42	4	High-quality
Duroc.SH-FCR.HF3_bin_23	93.62	0.67	80	42	1	High-quality
F4650_bin_14	93.62	0.95	102	23	3	High-quality
LW1-s151760_bin_8	93.62	1.06	58	46	2	High-quality
F5250_bin_43	93.65	3.62	252	29	1	High-quality
F5299_bin_4	93.65	0	201	20	0	High-quality
W4930_bin_15	93.65	2.55	223	29	0	High-quality
BL-unmapped_bin_93	93.69	0.34	184	31	0	High-quality
C4975_bin_19	93.69	1.3	227	34	0	High-quality
C4979_bin_11	93.69	0.24	195	23	1	High-quality
S127912A_bin_32	93.69	0	224	30	0	High-quality
QHF6-unmapped_bin_552	93.71	3.29	141	25	0	High-quality
Tibetan-s1400-38F_bin_9	93.71	0	76	38	3	High-quality
F4390_bin_4	93.72	2.69	147	42	0	High-quality
BL-unmapped_bin_42	93.74	1.34	99	26	0	High-quality
F4846_bin_12	93.74	0.34	185	27	0	High-quality
S136810B_bin_24	93.74	1.34	54	40	2	High-quality
Boar-s18_bin_5	93.77	0.38	44	44	2	High-quality
S127906B_bin_17	93.77	0.89	262	32	0	High-quality
F5155_bin_29	93.78	0.71	106	25	2	High-quality
LW1-s150822_bin_4	93.78	1.34	141	52	1	High-quality
F5141_bin_6	93.79	0.59	113	47	0	High-quality
Tibetan-s3480-40M_bin_25	93.8	0.63	162	34	1	High-quality
BL-unmapped_bin_88	93.81	0	146	26	1	High-quality
Boar-s14_bin_10	93.82	3.77	270	40	1	High-quality
Boar-s14_bin_18	93.82	0	44	42	0	High-quality
Boar-s4_bin_12	93.82	0.48	209	58	1	High-quality
C4978_bin_44	93.82	2.25	93	30	0	High-quality
F4905_bin_39	93.82	2.25	64	32	3	High-quality
F4941_bin_39	93.82	0.67	302	27	0	High-quality
F5350_bin_10	93.82	3.37	34	38	0	High-quality
F5502_bin_36	93.82	2.68	150	36	0	High-quality
Tibetan-s1400-30F_bin_14	93.82	0	34	43	0	High-quality
Tibetan-s3480-29M_bin_8	93.82	0	25	44	0	High-quality
F4844_bin_5	93.83	0	160	28	0	High-quality
Duroc-Low4_bin_19	93.84	0.37	124	50	2	High-quality
S124310A_bin_1	93.85	0.23	72	36	0	High-quality
F5260_bin_68	93.87	4.47	162	34	0	High-quality
Boar-s4_bin_21	93.89	1.08	93	38	0	High-quality
Tibetan-s3800-12F_bin_37	93.89	1.35	68	49	0	High-quality
F5165_bin_3	93.9	0.28	176	33	0	High-quality
F5635_bin_39	93.91	1.53	443	32	1	High-quality
Tibetan-s1400-32M_bin_2	93.91	2.02	285	27	0	High-quality
F5385_bin_37	93.94	0.8	149	32	1	High-quality
LW1-s151250_bin_1	93.94	1.34	56	40	0	High-quality
LW1-s151691_bin_11	93.94	1.34	32	48	0	High-quality
S21310A_bin_6	93.94	3.44	86	48	5	High-quality
S41004B_bin_38	93.94	1.34	57	43	0	High-quality
Boar-s14_bin_11	93.96	1.45	101	31	0	High-quality
Boar-s2_bin_30	93.96	0.67	137	37	4	High-quality
F4661_bin_17	93.96	0.36	146	32	0	High-quality
F4701_bin_12	93.96	0	99	26	1	High-quality
F4974_bin_1	93.96	1.01	108	31	2	High-quality
F5108_bin_17	93.96	0	54	24	1	High-quality
LW2-s126610_bin_25	93.96	0.67	33	41	0	High-quality
LW2-s127063_bin_24	93.96	0.67	53	41	1	High-quality
QHF6-unmapped_bin_760	93.96	2.68	105	27	0	High-quality
C4936_bin_28	93.97	2.93	201	28	0	High-quality
F4856_bin_18	93.97	0.48	57	36	0	High-quality
S60108B_bin_26	93.97	0	58	29	1	High-quality
W4950_bin_13	93.97	0	187	24	2	High-quality
W5042_bin_16	93.99	1.12	132	47	0	High-quality
QHF6-unmapped_bin_142	94	0.3	80	17	0	High-quality
F4692_bin_42	94.01	1.28	292	13	0	High-quality
LW2-s126575_bin_19	94.02	0.22	228	31	2	High-quality
F5224_bin_65	94.03	1.52	319	27	0	High-quality
Laiwu-LwCeLe_bin_6	94.03	0	86	40	0	High-quality
Tibetan-s3480-29M_bin_17	94.03	1.92	145	33	0	High-quality
W4950_bin_27	94.03	0.68	204	46	0	High-quality
S75706A_bin_2	94.04	1.18	396	57	1	High-quality
F4905_bin_23	94.05	0.87	204	40	0	High-quality
F5018_bin_65	94.05	0.24	79	36	1	High-quality
LW2-s126575_bin_28	94.05	0.95	142	40	0	High-quality
F4856_bin_4	94.06	0	80	35	0	High-quality
F5163_bin_46	94.06	0.67	176	28	1	High-quality
F5284_bin_37	94.06	1.05	126	40	0	High-quality
W4950_bin_18	94.06	0.24	73	34	0	High-quality
Boar-s5_bin_8	94.07	0.34	25	36	2	High-quality
F5429_bin_9	94.07	1.15	120	41	0	High-quality
LW1-s151070_bin_6	94.07	1.51	206	39	1	High-quality
Duroc-High6_bin_3	94.09	0.82	245	40	1	High-quality
Tibetan-s1400-30F_bin_4	94.09	0.23	179	35	0	High-quality
BL-unmapped_bin_358	94.1	2.71	318	34	0	High-quality
F5478_bin_39	94.15	1.9	443	22	0	High-quality
LW1-s150822_bin_20	94.15	1.22	72	48	0	High-quality
F4894_bin_22	94.18	0.58	227	26	2	High-quality
F5434_bin_27	94.18	2.01	382	34	0	High-quality
F5350_bin_39	94.19	0.34	113	34	1	High-quality
F5331_bin_68	94.2	1.05	331	41	1	High-quality
Boar-s22_bin_5	94.21	1.7	401	33	0	High-quality
LW1-s151691_bin_33	94.21	2.3	494	39	1	High-quality
Duroc.SH-FCR.LF1_bin_9	94.24	0.73	250	32	0	High-quality
F5476_bin_21	94.25	0	55	35	0	High-quality
F4679_bin_11	94.27	2.82	203	29	0	High-quality
F4563_bin_32	94.3	1.01	255	42	0	High-quality
F4912_bin_9	94.3	1.57	123	28	2	High-quality
F5284_bin_6	94.3	1.34	28	45	2	High-quality
S129704B_bin_6	94.3	1.52	362	28	0	High-quality
Tibetan-s3800-19M_bin_3	94.3	2.04	157	46	1	High-quality
S6202B_bin_12	94.31	1.01	112	38	2	High-quality
QHF6-unmapped_bin_751	94.32	0.69	79	30	0	High-quality
Boar-s5_bin_44	94.35	0	52	44	2	High-quality
C4979_bin_44	94.35	2.15	53	38	0	High-quality
Duroc.SH-FCR.HF3_bin_7	94.35	1.77	39	38	1	High-quality
F4987_bin_53	94.35	0.81	136	41	1	High-quality
F5455_bin_40	94.35	0.04	147	49	1	High-quality
S46608B_bin_19	94.35	0.34	156	46	0	High-quality
F4962_bin_37	94.36	0	65	36	0	High-quality
S95008B_bin_26	94.37	2.99	231	29	0	High-quality
Boar-s35_bin_5	94.38	0	116	34	1	High-quality
Duroc-Low5_bin_11	94.38	3.58	121	39	1	High-quality
F5505_bin_4	94.38	1.12	56	31	0	High-quality
Tibetan-s3480-16M_bin_22	94.38	1.34	250	30	2	High-quality
Tibetan-s3800-26F_bin_11	94.38	0	30	43	2	High-quality
W5042_bin_24	94.38	2.25	92	39	1	High-quality
Boar-s18_bin_12	94.4	0.19	85	46	2	High-quality
S124310A_bin_46	94.4	0.89	215	39	2	High-quality
Boar-s18_bin_17	94.41	0.89	84	25	0	High-quality
F4658_bin_20	94.41	0	219	50	1	High-quality
QHF6-unmapped_bin_66	94.41	0.92	164	17	0	High-quality
W4930_bin_10	94.41	0.67	99	48	2	High-quality
C5039_bin_16	94.46	0.56	243	18	1	High-quality
F4436_bin_35	94.46	4.86	288	27	1	High-quality
F5379_bin_63	94.47	0.94	214	41	0	High-quality
S76602A_bin_46	94.48	0.7	180	32	0	High-quality
S77806A_bin_22	94.48	0.17	209	30	1	High-quality
QHF6-unmapped_bin_273	94.49	4.08	179	30	0	High-quality
BL-unmapped_bin_52	94.5	2.42	171	24	1	High-quality
F5032_bin_57	94.5	3.66	304	37	0	High-quality
LW1-s151260_bin_14	94.5	1.73	170	44	1	High-quality
F5500_bin_28	94.51	0.36	145	41	3	High-quality
Duroc-High8_bin_18	94.52	0.91	351	49	5	High-quality
F4286_bin_46	94.52	0.96	397	19	1	High-quality
Boar-s13_bin_22	94.53	1.89	85	41	0	High-quality
F4954_bin_43	94.54	1.61	210	23	1	High-quality
Boar-s4_bin_1	94.57	4.05	174	46	0	High-quality
Boar-s8_bin_20	94.61	4.03	329	36	1	High-quality
Boar-s2_bin_38	94.62	0	28	42	0	High-quality
F4726_bin_35	94.62	2.15	117	56	0	High-quality
F5569_bin_46	94.62	0	57	37	0	High-quality
F4901_bin_6	94.63	1.35	338	32	1	High-quality
F4954_bin_57	94.63	1.01	84	33	3	High-quality
F5634_bin_64	94.63	0.36	171	31	1	High-quality
LW2-s126572_bin_54	94.63	2.02	183	44	1	High-quality
W4950_bin_7	94.63	0.73	197	38	2	High-quality
W5021_bin_19	94.63	0	155	31	1	High-quality
BL-unmapped_bin_49	94.64	0.7	77	27	0	High-quality
QHF6-unmapped_bin_716	94.64	4.4	154	21	1	High-quality
C4982_bin_27	94.65	1.34	177	28	0	High-quality
F5042_bin_13	94.65	1.69	84	28	0	High-quality
S127912B_bin_13	94.66	3.1	101	32	1	High-quality
F5181_bin_62	94.67	3.9	401	31	0	High-quality
Boar-s2_bin_24	94.69	0.74	192	37	0	High-quality
F4661_bin_50	94.69	1.68	165	43	2	High-quality
F5316_bin_16	94.69	0.71	139	40	1	High-quality
Boar-s22_bin_4	94.7	2.06	237	27	0	High-quality
F5218_bin_19	94.7	0	177	30	0	High-quality
Boar-s18_bin_2	94.71	0.48	68	38	1	High-quality
F5242_bin_1	94.73	1.66	123	76	3	High-quality
Boar-s5_bin_1	94.76	0.4	34	24	0	High-quality
Boar-s5_bin_7	94.76	0.03	55	25	1	High-quality
Boar-s8_bin_28	94.76	0	43	38	0	High-quality
F4881_bin_46	94.76	0	102	40	0	High-quality
F4988_bin_5	94.76	2.95	511	31	0	High-quality
F5372_bin_3	94.76	3.08	315	30	0	High-quality
F5440_bin_35	94.76	0	45	45	1	High-quality
F5158_bin_2	94.77	0.67	341	45	0	High-quality
Duroc.SH-FCR.LM1_bin_12	94.78	2.62	139	46	0	High-quality
LW2-s127145_bin_23	94.78	1.11	114	35	0	High-quality
LW2-s127592_bin_3	94.8	0.65	162	30	0	High-quality
F5123_bin_11	94.82	0.67	212	32	0	High-quality
S6202B_bin_9	94.82	1.35	231	51	0	High-quality
F4390_bin_6	94.83	4.08	76	44	2	High-quality
F4890_bin_34	94.83	2.04	87	62	2	High-quality
F5071_bin_23	94.84	2.57	183	38	2	High-quality
F4650_bin_19	94.87	4.9	385	27	2	High-quality
S80312B_bin_3	94.87	1.27	206	44	0	High-quality
Duroc-Low8_bin_40	94.89	2.42	222	23	0	High-quality
F4657_bin_30	94.89	2.35	232	44	1	High-quality
LW2-s127152_bin_48	94.9	0	26	37	0	High-quality
Duroc.SH-FCR.HF3_bin_20	94.91	0.38	165	33	0	High-quality
F4563_bin_9	94.92	0.5	231	33	0	High-quality
I5640_bin_3	94.93	1.48	214	36	0	High-quality
F4840_bin_44	94.97	0	62	32	2	High-quality
F5250_bin_24	94.97	1.88	173	28	0	High-quality
F5415_bin_2	94.97	1.94	100	35	1	High-quality
F4690_bin_53	94.99	1.17	259	44	0	High-quality
F5332_bin_58	95	0	54	39	0	High-quality
C4982_bin_11	95.01	0.04	105	47	0	High-quality
Tibetan-s3800-53F_bin_16	95.03	0.35	237	39	0	High-quality
W4982_bin_10	95.03	0.44	228	47	1	High-quality
F5510_bin_34	95.04	0.67	293	32	4	High-quality
F5641_bin_48	95.04	1.69	126	24	7	High-quality
W5021_bin_87	95.04	0.71	80	29	2	High-quality
S101306A_bin_18	95.05	0.95	275	35	0	High-quality
C4975_bin_29	95.06	4.34	206	43	1	High-quality
F5163_bin_31	95.06	0.92	207	17	2	High-quality
Duroc-High6_bin_37	95.08	0.27	196	49	0	High-quality
F4704_bin_6	95.08	0	109	45	1	High-quality
F5302_bin_54	95.08	0.78	130	39	0	High-quality
W4975_bin_2	95.08	1.51	188	41	0	High-quality
F4954_bin_49	95.09	0.06	176	25	1	High-quality
F5018_bin_45	95.1	1.34	101	31	2	High-quality
F5179_bin_54	95.1	0	129	36	1	High-quality
LW2-s127592_bin_24	95.13	0.88	230	36	0	High-quality
QHF6-unmapped_bin_269	95.13	4.36	81	30	0	High-quality
F5239_bin_26	95.14	0.54	74	37	0	High-quality
Boar-s22_bin_19	95.15	0.12	198	40	0	High-quality
